Indices,A8_ECG
4403,-83133.75453000817
4404,-81940.2979348269
4405,-80795.13429124167
4406,-79825.53146731286
4407,-78828.74714736581
4408,-77785.66878683855
4409,-76911.07860057968
4410,-76165.12130755853
4411,-75147.83547338584
4412,-73854.73949320873
4413,-72453.91995102279
4414,-70846.00554515874
4415,-69322.08113864574
4416,-67902.41550575536
4417,-66360.42048120001
4418,-64761.479706677485
4419,-63327.200007837964
4420,-62055.003188540235
4421,-60887.830194723465
4422,-59883.55796669635
4423,-58861.221190707634
4424,-57819.064869759604
4425,-56899.16715777437
4426,-56067.01040528687
4427,-55247.16424638142
4428,-54451.98361084193
4429,-53696.99004969531
4430,-52968.063850853716
4431,-52352.562810044205
4432,-51856.351635006984
4433,-51426.988666074976
4434,-51086.29576270158
4435,-50602.70413123431
4436,-49950.37132238592
4437,-49256.14581828406
4438,-48454.33976089952
4439,-47668.92902118095
4440,-46909.632777570245
4441,-46056.59218045245
4442,-45134.79592127102
4443,-44330.79094989807
4444,-43644.82915196364
4445,-43003.19643457537
4446,-42451.96877778395
4447,-41850.41180244807
4448,-41189.63558902651
4449,-40577.64999908086
4450,-39983.1128054384
4451,-39365.68178941117
4452,-38733.24221974761
4453,-38082.41930511025
4454,-37404.59566595535
4455,-36749.09018394105
4456,-36115.479848708834
4457,-35471.88756541035
4458,-34828.240078249604
4459,-34175.37254750681
4460,-33509.034683377875
4461,-32840.273339169056
4462,-32165.6852393487
4463,-31481.139410923646
4464,-30787.175375934712
4465,-30082.600543089007
4466,-29366.283602873875
4467,-28710.234353699365
4468,-28120.9096634127
4469,-27563.295569482376
4470,-27057.6342595428
4471,-26561.998983082845
4472,-26074.086300825893
4473,-25632.86221882928
4474,-25230.184656417026
4475,-24816.07557717039
4476,-24391.58015090406
4477,-23975.815586440756
4478,-23556.940598702924
4479,-23175.14688363357
4480,-22833.232912818898
4481,-22501.7917337259
4482,-22190.13103888735
4483,-21774.319778765584
4484,-21238.783186449506
4485,-20648.45299288893
4486,-19966.766231376227
4487,-19258.10382020167
4488,-18525.751714663587
4489,-17704.137601339356
4490,-16804.778218714066
4491,-15927.53333859144
4492,-15070.992733327246
4493,-14193.019978472015
4494,-13317.037558087286
4495,-12364.945514847674
4496,-11330.169460833495
4497,-10269.738722280123
4498,-9164.925832822611
4499,-8087.316923914661
4500,-7049.307301375624
4501,-6002.8641594313385
4502,-4969.348160585192
4503,-3919.3799268791854
4504,-2849.2037598615143
4505,-1792.4780094214377
4506,-743.259940770003
4507,373.4743438869588
4508,1559.5601742332315
4509,2782.6828896333163
4510,4061.8982765066644
4511,5344.868602913529
4512,6628.087366558083
4513,7953.549422058829
4514,9309.76100007647
4515,10599.194653537032
4516,11816.884606316922
4517,13000.551797132051
4518,14123.338627004141
4519,15251.550018833535
4520,16387.054240680394
4521,17472.60710528231
4522,18520.760607883418
4523,19586.37760812134
4524,20666.27950681303
4525,21741.44621586508
4526,22824.086451514304
4527,23865.08645971212
4528,24860.868093554047
4529,25845.042391346724
4530,26805.80188275985
4531,27823.39060547258
4532,28908.605222376696
4533,30014.527858067362
4534,31164.471079321167
4535,32319.162495133693
4536,33475.18080263301
4537,34672.891614688386
4538,35904.54577028694
4539,37099.42678181497
4540,38257.01077193431
4541,39406.5437374977
4542,40530.52814139718
4543,41681.106186827594
4544,42861.851815242575
4545,44032.45239364621
4546,45204.63009549567
4547,46461.67235600604
4548,47807.68483355926
4549,49212.11159396047
4550,50698.07001784015
4551,52208.294369328345
4552,53741.68553265983
4553,55347.84366186929
4554,57016.234192682365
4555,58701.91418093708
4556,60408.12333490546
4557,62150.615793514095
4558,63919.7591979209
4559,65757.1268856641
4560,67666.07618229747
4561,69619.01072588505
4562,71626.23279517044
4563,73615.85226261476
4564,75578.75226033229
4565,77557.03311944036
4566,79530.12043834408
4567,81534.2626888526
4568,83572.85639855213
4569,85609.70871889753
4570,87652.26122414648
4571,89763.6624647321
4572,91944.65221527168
4573,94169.75228900491
4574,96454.83244546603
4575,98753.74167175517
4576,101063.66202243356
4577,103420.81930068549
4578,105815.10890056916
4579,108204.06275203162
4580,110587.58680461327
4581,112978.56967630202
4582,115365.89726638875
4583,117782.97120043071
4584,120230.50478476717
4585,122682.0064613374
4586,125144.02200720547
4587,127634.49250602035
4588,130151.59362561801
4589,132690.8165775935
4590,135255.994593276
4591,137828.9237304879
4592,140408.56675248657
4593,143006.8286791672
4594,145619.40917887597
4595,148289.4111075361
4596,151022.11293322116
4597,153793.94301922372
4598,156617.3882699527
4599,159470.2299491182
4600,162350.92815875084
4601,165281.78159005553
4602,168258.5440379425
4603,171246.1581599033
4604,174244.7828982522
4605,177268.80588884238
4606,180309.761558096
4607,183394.4037372821
4608,186524.70447289088
4609,189680.5568218049
4610,192868.13720105102
4611,195439.73125444617
4612,197326.6373780053
4613,198836.1856312371
4614,199779.27490388896
4615,200521.95410750137
4616,201077.16876078694
4617,201088.53791497834
4618,200620.82623889364
4619,200145.9925501386
4620,199650.10042966073
4621,198938.7785730374
4622,198119.5464016104
4623,196806.32562060797
4624,194965.49049855737
4625,192870.18719778777
4626,190425.91323860426
4627,188068.29891502825
4628,185863.42144144262
4629,183531.98772691857
4630,181200.88547242462
4631,178672.59821128816
4632,175923.7956094544
4633,173164.60050052046
4634,170353.72205528794
4635,167061.67109201752
4636,163278.60585831275
4637,159183.3351986043
4638,154666.17887999053
4639,150029.65387860077
4640,145292.0897208692
4641,140210.30507853685
4642,134849.60480486712
4643,129702.7520109901
4644,124790.28658996527
4645,119925.62871698545
4646,115242.6281307102
4647,110396.63185233316
4648,105377.0684261118
4649,100475.27818297234
4650,95624.6207612153
4651,90555.01948267758
4652,85281.9710260768
4653,79894.65990171798
4654,74332.21871218631
4655,68837.34117046192
4656,63426.043518672035
4657,57930.910578387804
4658,52409.177467935995
4659,46437.67892883611
4660,39959.238382392046
4661,33216.38715885898
4662,26085.315015668115
4663,18773.129012203364
4664,11295.99093349532
4665,3439.3057638824585
4666,-4757.350473020525
4667,-12928.477785772333
4668,-21073.384188538355
4669,-29344.892427309733
4670,-37653.90880983731
4671,-46273.75754515032
4672,-55224.630159130866
4673,-64298.52278853622
4674,-73558.17465358075
4675,-81763.152621383
4676,-88764.09406854966
4677,-95186.87943596432
4678,-100665.39756545071
4679,-105861.92286267449
4680,-110804.65507625842
4681,-114826.59396097322
4682,-118044.25018560835
4683,-121426.1635575345
4684,-124952.52377784568
4685,-128215.09317290758
4686,-131437.81571772342
4687,-133849.60492396727
4688,-135383.29628839428
4689,-136593.6044714625
4690,-137293.15108559368
4691,-138255.41919857456
4692,-139605.79498958195
4693,-140834.44691629955
4694,-142168.93381941286
4695,-143274.70507018908
4696,-144109.7491796943
4697,-145041.7323441429
4698,-146001.08596435713
4699,-146196.85477131026
4700,-145609.23169690292
4701,-144572.3634869306
4702,-142884.09839972688
4703,-141096.88801882375
4704,-139245.19890912191
4705,-136883.5473438409
4706,-134131.53017880392
4707,-132019.46889391198
4708,-130598.14843550413
4709,-129466.2454220221
4710,-128906.16459312856
4711,-128214.07403344043
4712,-127368.26242969629
4713,-126972.82518953616
4714,-126892.96015522181
4715,-126544.33655760245
4716,-125958.51851476272
4717,-125335.68945881662
4718,-124544.21335674298
4719,-124103.0226501941
4720,-124048.10599256723
4721,-124020.83470821066
4722,-124144.4475880413
4723,-123562.84086354537
4724,-122159.15735031791
4725,-120430.42301720267
4726,-118126.48030724874
4727,-115663.55240772523
4728,-113075.96604853698
4729,-109931.91131562155
4730,-106311.86036708234
4731,-102966.1238201831
4732,-99898.18287325677
4733,-96794.87779893535
4734,-93840.3005525165
4735,-90477.54395708423
4736,-86666.52354346373
4737,-82834.11089611353
4738,-78853.50771278265
4739,-75464.27444559464
4740,-72788.21199071972
4741,-70387.52467870366
4742,-68488.4047138708
4743,-66766.82145198164
4744,-65201.12490312533
4745,-64161.9501061288
4746,-63594.537350610895
4747,-62808.282244303904
4748,-61803.92307184932
4749,-60889.808213741424
4750,-59901.701414380725
4751,-59356.31215443853
4752,-59299.75503582826
4753,-59346.69810459615
4754,-59621.283028563375
4755,-59772.26093599073
4756,-59728.224285602926
4757,-59749.40146586911
4758,-59728.9546178009
4759,-59789.539620617245
4760,-59952.61904971383
4761,-60062.24684289885
4762,-60144.13135523836
4763,-60614.31714318011
4764,-61487.498307751215
4765,-62580.64140760186
4766,-64001.268107897034
4767,-65469.45092171787
4768,-66966.99160438642
4769,-68724.36563208267
4770,-70681.27756951525
4771,-72070.28851098729
4772,-72841.88186802948
4773,-73314.9733681462
4774,-73275.92764222866
4775,-73223.51407513136
4776,-73174.48162440822
4777,-72687.6547526734
4778,-71857.3700846608
4779,-71152.86520105963
4780,-70553.15955580639
4781,-69887.67521732645
4782,-69262.9595614582
4783,-68274.28062561863
4784,-66891.89385147959
4785,-65398.58025705868
4786,-63697.76119385543
4787,-62382.39621045925
4788,-61536.45592745915
4789,-60806.822204972384
4790,-60367.06141530094
4791,-59935.35115276899
4792,-59486.40352404082
4793,-59315.94457910341
4794,-59368.857852849906
4795,-59109.326222516
4796,-58532.62003546667
4797,-57863.135942574496
4798,-56968.31572864975
4799,-56240.97689455551
4800,-55708.728936216736
4801,-55067.45576183826
4802,-54405.78095978017
4803,-53791.052486121924
4804,-53196.64139528654
4805,-52654.57279633031
4806,-52175.939367356186
4807,-51650.17653574387
4808,-51079.99589490024
4809,-50529.24314969819
4810,-49975.50741475516
4811,-49483.168059442854
4812,-49064.11856662707
4813,-48672.18720358514
4814,-48326.4473584924
4815,-48008.80387258343
4816,-47715.85742613913
4817,-47473.55182797044
4818,-47278.4161940664
4819,-46975.71030353905
4820,-46554.653933498535
4821,-46086.62297717122
4822,-45529.21521953917
4823,-44978.43545944081
4824,-44439.52408354975
4825,-43827.270872560606
4826,-43160.89522085337
4827,-42538.7137077532
4828,-41958.12718904522
4829,-41384.110619859304
4830,-40840.061484895545
4831,-40245.19187142513
4832,-39594.57818432947
4833,-38947.253893075445
4834,-38284.883567991106
4835,-37718.913300668886
4836,-37266.70340396734
4837,-36862.627299000655
4838,-36540.27453951997
4839,-36249.59480205557
4840,-35986.968432111644
4841,-35808.11559267448
4842,-35704.20145769193
4843,-35574.61789565405
4844,-35419.44648953462
4845,-35282.78557759097
4846,-35140.57012573609
4847,-35068.111063223674
4848,-35071.818892655916
4849,-35095.26247297179
4850,-35156.32483703491
4851,-35208.48392995
4852,-35241.60311330519
4853,-35291.090798359844
4854,-35342.57259799334
4855,-35410.83131220356
4856,-35498.664479173494
4857,-35585.8510911889
4858,-35675.39413083175
4859,-35824.02146717885
4860,-36033.73681758467
4861,-36279.13298084458
4862,-36574.801202903895
4863,-36882.70073148353
4864,-37200.19731351071
4865,-37558.514471285314
4866,-37949.35549831835
4867,-37996.1661006012
4868,-37664.09947325875
4869,-37123.58988082316
4870,-36266.21230834626
4871,-35315.31395918666
4872,-34278.28991340192
4873,-32944.54574433026
4874,-31354.336227164837
4875,-29766.273798931605
4876,-28171.155302917214
4877,-26465.81479887634
4878,-24708.837799666988
4879,-22684.49123841123
4880,-20374.596958056787
4881,-17930.580019212564
4882,-15299.790247555497
4883,-12748.576712342381
4884,-10316.001172594037
4885,-7835.406858301103
4886,-5384.269460067103
4887,-2839.0464042826047
4888,-186.21859435418028
4889,2444.23688810151
4890,5077.770585139253
4891,7969.253438088326
4892,11123.567681451528
4893,14434.880495002531
4894,17967.80488216463
4895,21540.75805069823
4896,25142.413900329375
4897,28917.36535183655
4898,32826.031400089974
4899,36613.64933923329
4900,40271.49306864026
4901,43891.69602858353
4902,47405.42321736013
4903,50995.086960551926
4904,54665.668079000636
4905,58264.73057215629
4906,61827.46789026981
4907,65486.29105108381
4908,69232.33623301284
4909,73023.36806570187
4910,76888.77523757392
4911,80706.47131280998
4912,84468.38638932403
4913,88257.50475264342
4914,92044.84346042351
4915,96056.53632935419
4916,100322.25513513856
4917,104713.40328078078
4918,109295.81747821723
4919,113957.08363318119
4920,118688.4429259638
4921,123604.99004240059
4922,128685.04628061585
4923,133735.53482887213
4924,138756.12617633145
4925,143826.8708814964
4926,148900.62001011154
4927,154121.99682182318
4928,159501.454882957
4929,164928.8184971213
4930,170437.14114880166
4931,175240.8027264106
4932,179247.34031908822
4933,182848.12390827463
4934,185811.67219553597
4935,188562.1015366563
4936,191116.6635619359
4937,193050.87658850447
4938,194439.30358966676
4939,195886.64532203315
4940,197379.29677965154
4941,198663.25743989338
4942,199877.8141056388
4943,200538.68349251064
4944,200603.5246789571
4945,200419.2940249571
4946,199868.00756540275
4947,199446.55299659708
4948,199234.24082170002
4949,198905.10861075873
4950,198604.90467454062
4951,198116.2862877056
4952,197412.1461927477
4953,196729.29804701387
4954,196022.34589987152
4955,194786.62186548454
4956,193009.52397094778
4957,190903.36098743658
4958,188339.03247187193
4959,185669.3158488604
4960,182915.91568750876
4961,179794.20482475392
4962,176380.36348824852
4963,173313.77018849563
4964,170624.778681677
4965,168065.49188570247
4966,165810.70563967555
4967,163421.2313462144
4968,160883.35728060637
4969,158572.5188053152
4970,156404.28461226446
4971,154018.23834386122
4972,151433.8951210856
4973,148773.6005677167
4974,145956.0125241478
4975,143301.61273629713
4976,140832.24120059804
4977,138326.1872354841
4978,135859.3147382795
4979,132896.49859376915
4980,129364.68785705995
4981,125573.44845700878
4982,121366.24227325254
4983,117003.31985787865
4984,112505.73611185822
4985,107603.18788924708
4986,102345.72157471844
4987,97200.58560174887
4988,92169.50250396002
4989,87057.1225997054
4990,81977.79600731975
4991,76583.86198634864
4992,70849.99060119374
4993,65041.94821506079
4994,59080.303482295
4995,53699.97308219868
4996,49004.74562246391
4997,44593.13830192591
4998,40685.68327329638
4999,36923.13436864175
5000,33286.35443986733
5001,30157.71768499905
5002,27474.95927080672
5003,24610.676773535448
5004,21571.244720305764
5005,18629.03168166856
5006,15636.710277797996
5007,13077.915385032877
5008,10995.159336449577
5009,9033.84929266475
5010,7310.7290478227305
5011,5419.014453065349
5012,3285.826241386432
5013,1192.5581953972487
5014,-982.2193555614376
5015,-3076.5556276991438
5016,-5067.391377350484
5017,-7142.979177521744
5018,-9269.665150129926
5019,-11005.006021196115
5020,-12336.054972351436
5021,-13453.362807421585
5022,-14243.40161701014
5023,-15010.434432953065
5024,-15773.929599819825
5025,-16286.57118040068
5026,-16614.201138279077
5027,-17439.839249353205
5028,-18802.80679408117
5029,-20427.84237124098
5030,-22503.815733453943
5031,-24576.41182601768
5032,-26631.11912526093
5033,-29064.3229929073
5034,-31789.69325243364
5035,-34404.06836671247
5036,-36927.325261042024
5037,-39502.41572515691
5038,-42038.237536701774
5039,-44887.46048683722
5040,-48075.4727738069
5041,-51357.35192036263
5042,-54817.183616951035
5043,-57908.791004798055
5044,-60556.321570294866
5045,-63081.28485253297
5046,-65324.04986485368
5047,-67547.33399418472
5048,-69773.90621508747
5049,-71729.93749121047
5050,-73466.63913059722
5051,-75470.58238780983
5052,-77745.23212252039
5053,-80087.36056183693
5054,-82616.9788137458
5055,-84975.50125639458
5056,-87137.57057673266
5057,-89379.73322310798
5058,-91620.84525045929
5059,-93696.71458749662
5060,-95620.63158296557
5061,-97410.91403950262
5062,-99027.20019700311
5063,-100628.496323177
5064,-102213.90334039257
5065,-103668.13883024662
5066,-105021.60587830852
5067,-106289.11966452475
5068,-107457.13980142183
5069,-108537.05143589394
5070,-109527.86161950786
5071,-110384.90551465143
5072,-111105.59274708567
5073,-111708.73595575285
5074,-112182.20949907314
5075,-112738.15920298402
5076,-113396.66811633724
5077,-114046.9113592367
5078,-114747.9346584634
5079,-115379.00029295315
5080,-115931.16762542103
5081,-116516.38258602143
5082,-117109.88954720204
5083,-117552.01142083356
5084,-117843.20937613603
5085,-118043.93870455581
5086,-118114.7194000521
5087,-118178.06209489754
5088,-118241.05339789859
5089,-118209.99324895313
5090,-118111.85568061261
5091,-117926.65369966513
5092,-117641.73525245895
5093,-117285.36491038234
5094,-116848.86585511536
5095,-116320.40169040248
5096,-115701.15827399271
5097,-114988.37941783371
5098,-114178.7357267649
5099,-113318.29433692372
5100,-112409.17893313368
5101,-111425.8963139834
5102,-110379.81315913821
5103,-109242.49872190371
5104,-108010.45022008715
5105,-106706.73333791409
5106,-105324.26585849773
5107,-103834.86070906946
5108,-102237.89155722667
5109,-100541.04232065212
5110,-98736.50780541723
5111,-96844.79362776894
5112,-94865.68723844184
5113,-92781.6670879844
5114,-90596.20604696429
5115,-88318.02547809485
5116,-85945.07507960523
5117,-83474.73824099601
5118,-80908.18442394097
5119,-78234.31234069032
5120,-75451.81741237496
5121,-72566.47124440815
5122,-69575.06114279994
5123,-66971.96586165151
5124,-64807.80051879751
5125,-62848.39540545549
5126,-61237.156409682146
5127,-59691.36038281314
5128,-58200.28388185892
5129,-57036.15463812161
5130,-56148.10380026338
5131,-55178.26055122587
5132,-54136.70722549119
5133,-53168.93328544391
5134,-52192.85747169128
5135,-51500.65798221411
5136,-51116.903340864745
5137,-50833.75613595534
5138,-50722.084622580376
5139,-50447.60772365547
5140,-49959.11872111644
5141,-49469.07071646474
5142,-48879.542344215355
5143,-48341.2672066738
5144,-47871.20035483977
5145,-47307.505180827204
5146,-46681.00549881902
5147,-46318.53654132675
5148,-46226.666444633396
5149,-46268.221337871495
5150,-46525.99986699689
5151,-46768.13509107927
5152,-46979.775967304464
5153,-47345.667114084965
5154,-47815.07000788103
5155,-48024.98226817825
5156,-47960.28287997631
5157,-47755.954276494915
5158,-47313.0247762629
5159,-46885.6855264363
5160,-46480.852770603124
5161,-45883.00214864222
5162,-45140.701736564966
5163,-44449.227266505506
5164,-43796.19155663664
5165,-43116.72899505483
5166,-42454.15300466713
5167,-41630.571344813296
5168,-40633.59648850082
5169,-39584.336834832284
5170,-38440.24500116161
5171,-37514.052388747834
5172,-36847.112322411056
5173,-36259.432950993105
5174,-35841.910214752046
5175,-35439.86287004098
5176,-35040.58246397916
5177,-34802.45720130328
5178,-34695.29888043797
5179,-34448.46702927671
5180,-34060.767487497884
5181,-33644.14265861677
5182,-33132.06683904382
5183,-32725.792795117508
5184,-32439.46523912361
5185,-32118.663691759
5186,-31808.99921478965
5187,-31422.71496065285
5188,-30934.090836012063
5189,-30417.109523359617
5190,-29842.178808720815
5191,-29223.30835936436
5192,-28564.649229901308
5193,-27831.495327876048
5194,-27025.21355235741
5195,-26266.060049570322
5196,-25557.640269683197
5197,-24841.20761992746
5198,-24146.594573083
5199,-23393.138976619386
5200,-22573.226198737404
5201,-21750.996540151686
5202,-20907.436753381182
5203,-20045.318619806567
5204,-19171.73974279038
5205,-18271.309432382342
5206,-17346.39502528409
5207,-16409.291906989754
5208,-15458.621608296457
5209,-14490.501717190322
5210,-13507.307072978787
5211,-12479.530129871848
5212,-11404.334741141769
5213,-10297.417739307635
5214,-9150.602703617575
5215,-7979.346182418401
5216,-6784.852052991657
5217,-5552.247560870316
5218,-4284.651527019723
5219,-3121.383681263113
5220,-2074.443246026815
5221,-1080.4046464953187
5222,-178.83839811262578
5223,714.1738769771692
5224,1601.955493580385
5225,2406.8299440833166
5226,3144.43588143132
5227,3909.209965985494
5228,4698.138267170535
5229,5474.626205349375
5230,6260.419199121874
5231,6977.260623782455
5232,7619.085501426394
5233,8241.562716884157
5234,8825.99417760528
5235,9468.085365510133
5236,10182.372488646266
5237,10909.486991021227
5238,11677.616264353499
5239,12443.328468686315
5240,13202.231108438058
5241,14001.142573334626
5242,14831.480530728993
5243,15602.328383184713
5244,16312.374688985701
5245,17000.081582390903
5246,17642.74177035776
5247,18305.847536113317
5248,18993.926737439764
5249,19655.633856236615
5250,20305.607675969477
5251,21132.95626615201
5252,22151.287557530144
5253,23282.53943843157
5254,24580.20063411244
5255,25923.674391513563
5256,27309.765056303608
5257,28847.406941741887
5258,30514.594935404744
5259,32194.57834314754
5260,33893.22432336004
5261,35654.71095070735
5262,37453.14347904174
5263,39390.20190550545
5264,41474.25591678012
5265,43635.555602250744
5266,45899.049026298584
5267,48117.61058449632
5268,50271.128858063385
5269,52448.58572621694
5270,54607.51426261057
5271,56819.141609531565
5272,59090.63423396944
5273,61349.01753136109
5274,63608.90989014374
5275,66005.0910019284
5276,68539.61438999622
5277,71157.24413458555
5278,73891.97579590208
5279,76646.5071028385
5280,79414.79915905453
5281,82273.71928610266
5282,85201.9829729591
5283,88088.32334929165
5284,90930.44988389626
5285,93765.76551662962
5286,96564.59817869883
5287,99409.96331403656
5288,102303.87783249261
5289,105178.53339327015
5290,108050.04115251472
5291,110971.47671016844
5292,113938.54851381654
5293,116935.67432071247
5294,119974.44393030208
5295,123003.97745477827
5296,126021.07589688216
5297,129059.74485153033
5298,132107.90941566418
5299,135270.31590719204
5300,138560.25872635643
5301,141919.18893040367
5302,145377.51278155783
5303,148882.2259378134
5304,152429.38905795314
5305,156072.70758114933
5306,159801.981245539
5307,163529.69851067438
5308,167255.92994803825
5309,171016.75313576157
5310,174790.88503787134
5311,178644.38626434316
5312,182582.04961577416
5313,186553.81123427756
5314,190574.81799755714
5315,193899.00599976
5316,196444.3863084402
5317,198570.80633988942
5318,200059.79490969688
5319,201326.75463968643
5320,202387.0926424189
5321,202832.7647105823
5322,202737.1259745345
5323,202653.89618120115
5324,202568.06363484685
5325,202250.04249593843
5326,201826.4625882619
5327,200847.629261202
5328,199274.3325190784
5329,197426.09626516252
5330,195193.02657417374
5331,193066.8953159543
5332,191123.54319059826
5333,189045.3561416099
5334,186975.8987959519
5335,184694.71682931925
5336,182175.3213488444
5337,179654.01443624162
5338,177084.72617160802
5339,173977.96541178715
5340,170322.1927890708
5341,166321.8987467452
5342,161852.013775307
5343,157256.47637896056
5344,152556.23429615892
5345,147474.48835652953
5346,142085.4969142832
5347,136969.44820362303
5348,132151.6701105417
5349,127410.69762170936
5350,122904.47563415214
5351,118229.6792339519
5352,113373.86677864238
5353,108679.27047876368
5354,104068.05880828714
5355,99219.17597534475
5356,94150.68973817417
5357,88969.64872399607
5358,83603.6642483121
5359,78340.20435098685
5360,73198.45635283928
5361,67979.93023278634
5362,62752.51086025585
5363,57022.283113149606
5364,50722.283988696894
5365,44136.48516445525
5366,37120.38828942948
5367,29915.22286188927
5368,22540.047427471014
5369,14744.720414004845
5370,6575.438826257854
5371,-1539.6249094943905
5372,-9599.397603643483
5373,-17782.895887247963
5374,-25985.605891076142
5375,-34527.171229213
5376,-43431.09253376247
5377,-52453.741506353676
5378,-61668.37195252858
5379,-69816.55735403406
5380,-76743.23099402749
5381,-83090.2881152144
5382,-88485.44504514114
5383,-93592.94563503747
5384,-98441.9054966468
5385,-102358.5489867574
5386,-105459.48067622945
5387,-108739.4685589488
5388,-112179.59563311735
5389,-115358.69205079523
5390,-118507.24763688051
5391,-120836.83787764101
5392,-122278.65752726328
5393,-123401.33945126591
5394,-124013.43582552757
5395,-124887.89082634094
5396,-126151.54608924469
5397,-127291.82978915639
5398,-128536.51031972564
5399,-129554.39260503842
5400,-130303.22771980711
5401,-131149.2396156588
5402,-132023.52748531243
5403,-132129.56469725983
5404,-131446.93576725756
5405,-130312.90601681278
5406,-128523.7643436893
5407,-126634.6921984821
5408,-124680.39528813645
5409,-122212.66022183496
5410,-119351.63391731569
5411,-117159.36730795872
5412,-115689.46970546321
5413,-114526.07591604596
5414,-113960.63758274936
5415,-113270.39775504883
5416,-112432.9044040375
5417,-112069.89930388771
5418,-112043.07743937656
5419,-111746.40372097537
5420,-111212.13030118884
5421,-110648.93068336556
5422,-109920.18083511177
5423,-109562.76825953991
5424,-109614.10004421748
5425,-109702.7888773195
5426,-109956.38043780818
5427,-109497.22856965591
5428,-108205.1985055355
5429,-106590.76931250145
5430,-104397.44927297736
5431,-102051.22011248674
5432,-99587.42643342291
5433,-96563.75174312408
5434,-93062.61546372976
5435,-89854.940737644
5436,-86944.53828318858
5437,-84009.54925035423
5438,-81239.23435760626
5439,-78061.90031720253
5440,-74436.4616256114
5441,-70801.43421718448
5442,-67026.73421526683
5443,-63819.1476327061
5444,-61298.450906537895
5445,-59039.869020670696
5446,-57260.42771541666
5447,-55657.69389302136
5448,-54210.57492797165
5449,-53270.60993854638
5450,-52787.03306468765
5451,-52088.51773436668
5452,-51174.72908858595
5453,-50346.98160384582
5454,-49445.29865002174
5455,-48969.31030540949
5456,-48963.77853768128
5457,-49055.02278531818
5458,-49363.01370899153
5459,-49562.959696080485
5460,-49587.00636486833
5461,-49679.64354611785
5462,-49741.675495349504
5463,-49882.81156567593
5464,-50123.28535198134
5465,-50320.36929938558
5466,-50497.14842473353
5467,-51045.902688082795
5468,-51981.03825920606
5469,-53129.26459762712
5470,-54592.14976482364
5471,-56107.076637557846
5472,-57656.95514880462
5473,-59458.696079201734
5474,-61455.82555568411
5475,-62898.55827339676
5476,-63737.61720368714
5477,-64286.32642303294
5478,-64335.743417891776
5479,-64371.18104951418
5480,-64409.12091092448
5481,-64019.28724949501
5482,-63293.424282915345
5483,-62692.90219909535
5484,-62197.49977140533
5485,-61638.84099316904
5486,-61121.80504558131
5487,-60249.49392648535
5488,-58992.671099449086
5489,-57629.0050488537
5490,-56063.80316037471
5491,-54872.87351760261
5492,-54138.085082505706
5493,-53515.86379239001
5494,-53174.83149405223
5495,-52841.989662211374
5496,-52492.721316923205
5497,-52413.93806477235
5498,-52552.24852822781
5499,-52386.04302781109
5500,-51910.59451389065
5501,-51344.513694175024
5502,-50558.71616937912
5503,-49935.30679371533
5504,-49501.1494266672
5505,-48960.28383871194
5506,-48398.90022846784
5507,-47873.54228136529
5508,-47357.33645002603
5509,-46885.5891474843
5510,-46466.44621901366
5511,-45997.42501194076
5512,-45481.298254376285
5513,-44975.18935041986
5514,-44458.16367218401
5515,-43999.32296926073
5516,-43610.00438858909
5517,-43242.57968390341
5518,-42917.04867303305
5519,-42610.43204313193
5520,-42318.92162814754
5521,-42071.49189963256
5522,-41863.422206353185
5523,-41550.52427367559
5524,-41123.22323022704
5525,-40646.88718150343
5526,-40082.08778955882
5527,-39519.24513085752
5528,-38963.08969581077
5529,-38333.7939285708
5530,-37649.409427547675
5531,-36999.349694900695
5532,-36380.92079602499
5533,-35762.58800780889
5534,-35165.50088884923
5535,-34515.42272824022
5536,-33807.797686067584
5537,-33096.50658146408
5538,-32364.62910743702
5539,-31728.298005174704
5540,-31204.733467682363
5541,-30727.07707906713
5542,-30330.09248771568
5543,-29959.72085545912
5544,-29612.247284482975
5545,-29346.405017388195
5546,-29152.54372480422
5547,-28928.407383599293
5548,-28674.284345412067
5549,-28434.518635438388
5550,-28184.688300687812
5551,-28001.906201315258
5552,-27892.64323713726
5553,-27799.29223728083
5554,-27740.139078198656
5555,-27663.333315256554
5556,-27558.09223098254
5557,-27462.620199723584
5558,-27360.98480980179
5559,-27270.73831602756
5560,-27194.829934131227
5561,-27110.239678920087
5562,-27020.47475160968
5563,-26986.407779669662
5564,-27009.977884113174
5565,-27064.050835937403
5566,-27164.190048808214
5567,-27269.101971672662
5568,-27375.88418600777
5569,-27518.134432968684
5570,-27686.77898825278
5571,-27628.69798868247
5572,-27321.960951609326
5573,-26878.706033364262
5574,-26226.49099494111
5575,-25518.532125564496
5576,-24759.756358217084
5577,-23807.602535023078
5578,-22689.887509029893
5579,-21575.774740737965
5580,-20458.746014933215
5581,-19272.35385894448
5582,-18054.81093922943
5583,-16663.681493828117
5584,-15087.14434283111
5585,-13424.794495675675
5586,-11641.912425862756
5587,-9921.256589970048
5588,-8289.252970081241
5589,-6632.669396068049
5590,-5004.6319957396945
5591,-3319.5928979738264
5592,-1568.4734303873004
5593,159.13016328529687
5594,1880.7459870801626
5595,3769.13277454674
5596,5827.3344733706535
5597,7983.704780294281
5598,10281.910892353626
5599,12598.297285036417
5600,14925.067119260038
5601,17360.313281079183
5602,19876.98002966222
5603,22313.571094148745
5604,24665.212136509057
