Index,Filtered_Signal
1563,121457.323437
1564,-416143.417127
1565,-726838.597482
1566,-660278.063093
1567,857736.263237
1568,1048266.758821
1569,-762091.653289
1570,-124902.711870
1571,1008769.788261
1572,760563.272330
1573,55861.306052
1574,-310301.713442
1575,-753752.627067
1576,-766138.269948
1577,-343141.330964
1578,-210019.176739
1579,-217012.301498
1580,81091.246592
1581,412072.895385
1582,162612.436168
1583,-48358.010848
1584,-117650.273301
1585,-73073.106558
1586,-26781.726660
1587,-69262.973081
1588,111770.929525
1589,418126.026783
1590,456231.382381
1591,377287.062605
1592,256640.797689
1593,67918.644028
1594,-177911.309650
1595,-256595.936931
1596,-169307.668696
1597,-128863.427854
1598,-1286.042050
1599,-561147.825457
1600,291003.076743
1601,393200.085628
1602,-601937.392783
1603,-89078.670926
1604,431662.666881
1605,-141707.256933
1606,-44957.779628
1607,354163.366976
1608,270717.469945
1609,-244663.199654
1610,-214261.606913
1611,-60019.700198
1612,225431.112835
1613,463153.077086
1614,459702.549770
1615,278383.898740
1616,68106.346868
1617,-117059.593784
1618,-122373.843677
1619,-43609.411126
1620,34118.228676
1621,-49395.094037
1622,-85215.980386
1623,43407.817022
1624,-87598.589553
1625,-154983.581849
1626,-63722.928224
1627,86245.919191
1628,205031.788713
1629,194567.375572
1630,17192.773410
1631,-93034.901556
1632,50070.002895
1633,42142.090291
1634,-233371.533024
1635,-422715.990050
1636,-207478.397892
1637,233554.435668
1638,571213.461890
1639,316181.305005
1640,-61097.747574
1641,-260002.496336
1642,-294830.142030
1643,-94710.423770
1644,-4953.038197
1645,-14031.268768
1646,-74965.707086
1647,42462.002288
1648,286807.976232
1649,494652.936664
1650,539880.253409
1651,214430.962672
1652,-525373.104633
1653,-928867.738649
1654,209109.978324
1655,1367471.388125
1656,1315725.191276
1657,-687923.438266
1658,-1338367.751260
1659,282390.335050
1660,366404.414047
1661,-325264.716813
1662,-180766.200722
1663,-149534.708619
1664,50970.825554
1665,207867.302185
1666,45085.138531
1667,101899.552261
1668,107030.693413
1669,72652.577528
1670,218360.542289
1671,195532.576051
1672,57820.134580
1673,-60871.815369
1674,-131888.796691
1675,-254997.006921
1676,-364788.198770
1677,-211178.783189
1678,98449.198360
1679,127348.901019
1680,167633.283599
1681,171734.285418
1682,106646.206211
1683,48740.923977
1684,-128113.236764
1685,-7813.567420
1686,195132.362191
1687,231740.754983
1688,-216446.108882
1689,167510.499379
1690,588235.818471
1691,-635448.266238
1692,-733665.782524
1693,24390.623334
1694,275946.404696
1695,568197.586215
1696,624586.670541
1697,87401.403290
1698,-375276.337373
1699,-375037.737069
1700,-88474.161768
1701,105084.353328
1702,138498.003528
1703,-101580.558922
1704,-118474.545490
1705,101707.106622
1706,89095.640829
1707,97915.965918
1708,185722.265503
1709,234121.672081
1710,229072.760233
1711,176348.361932
1712,-133648.577964
1713,-245458.957282
1714,-180227.530306
1715,-159351.942196
1716,139034.071085
1717,283982.310424
1718,8225.780770
1719,-161485.193074
1720,-179321.854369
1721,-241220.898522
1722,-296552.371101
1723,-202157.965557
1724,52669.348133
1725,150362.954318
1726,204739.284857
1727,369040.907665
1728,358617.407410
1729,367341.283164
1730,159023.095185
1731,-197341.047659
1732,-251481.984976
1733,-225541.743279
1734,-147544.979064
1735,-160648.128508
1736,-265045.432890
1737,-129864.175705
1738,68157.541930
1739,301378.726165
1740,452624.728628
1741,374577.620831
1742,-66664.179173
1743,-624602.157612
1744,-170583.452436
1745,423251.600720
1746,802714.611988
1747,289140.502352
1748,-658008.979670
1749,-263955.815402
1750,693123.650145
1751,178969.395966
1752,-375834.232966
1753,-464668.508524
1754,-609864.833980
1755,-209577.493712
1756,46913.353542
1757,27326.310118
1758,63274.297758
1759,-148677.309923
1760,-80406.986821
1761,82256.776003
1762,167663.749076
1763,233531.817933
1764,151582.506412
1765,102752.956542
1766,111618.525301
1767,38959.955750
1768,-55921.224428
1769,-98645.622739
1770,83252.342801
1771,138145.177961
1772,102824.619380
1773,45231.445151
1774,-91300.820972
1775,-175303.194926
1776,-85806.159470
1777,-208150.317226
1778,-183114.356188
1779,-821897.618243
1780,509288.359645
1781,370518.067287
1782,-472262.340124
1783,-49069.041785
1784,348729.657769
1785,158776.190664
1786,88902.439308
1787,118548.696127
1788,231820.442168
1789,298547.055811
1790,321211.784392
1791,77559.893153
1792,-160432.891685
1793,26070.806967
1794,70546.215245
1795,-58256.735236
1796,-132072.108127
1797,-48480.770897
1798,-31324.532404
1799,-84442.703192
1800,-90672.181995
1801,122471.838803
1802,151556.975876
1803,25889.421970
1804,-125198.373011
1805,-254573.860874
1806,-207408.837977
1807,-39989.909325
1808,132655.262043
1809,131180.295258
1810,107360.656892
1811,35853.516818
1812,-204032.822617
1813,-311832.316345
1814,-161733.768971
1815,97257.395716
1816,48921.119825
1817,-135099.925999
1818,-122420.773719
1819,42127.733657
1820,226842.391409
1821,335017.816634
1822,121410.450332
1823,-99513.757108
1824,-85523.032116
1825,-66937.796157
1826,-97334.759603
1827,-133762.975333
1828,-110286.958857
1829,-124683.405449
1830,-117728.945673
1831,-143468.626670
1832,-281381.205941
1833,187793.439092
1834,917423.960620
1835,52744.551364
1836,-320455.063190
1837,285810.822623
1838,64748.694646
1839,-417812.915733
1840,-603566.615836
1841,-691978.828522
1842,-496480.276032
1843,-262128.568102
1844,-110288.211803
1845,297877.764434
1846,505444.144298
1847,644546.587083
1848,695230.514751
1849,504262.682393
1850,166940.121050
1851,-86756.983294
1852,-135498.565866
1853,-314878.650273
1854,-391971.663512
1855,-207521.967172
1856,-84570.667500
1857,-57453.237994
1858,37989.121425
1859,103865.820840
1860,84347.851151
1861,167899.516791
1862,131287.618004
1863,4683.079216
1864,195893.473583
1865,-308413.107052
1866,1316787.027635
1867,700161.016876
1868,-623296.188026
1869,71660.618024
1870,296718.769320
1871,-586536.119959
1872,-641403.645942
1873,103010.044851
1874,242783.837698
1875,244736.880084
1876,265665.739567
1877,38334.502742
1878,-61589.835509
1879,-39848.928303
1880,-177677.954271
1881,-134798.699242
1882,49842.843736
1883,294253.382999
1884,337801.972612
1885,238925.469905
1886,149404.152237
1887,-48256.277497
1888,-134871.377214
1889,-114750.540673
1890,-18523.067613
1891,-46429.218622
1892,-142598.729117
1893,90046.300714
1894,100110.459699
1895,78821.781683
1896,37011.587603
1897,-16678.726932
1898,-75233.393681
1899,-89222.773470
1900,2345.221440
1901,60332.691352
1902,-32837.691636
1903,-93061.980740
1904,-188636.631214
1905,-130957.975943
1906,95981.930392
1907,222804.719863
1908,194251.566866
1909,108022.295440
1910,88055.802351
1911,16458.694722
1912,28252.625265
1913,99594.914385
1914,337492.245708
1915,336890.533314
1916,110381.055421
1917,-219490.950369
1918,-413356.008394
1919,-502203.565463
1920,690303.527042
1921,748033.657006
1922,-806190.969159
1923,-345804.585942
1924,222762.328074
1925,-12575.878768
1926,-55301.101599
1927,31331.888779
1928,-106176.646837
1929,-76560.328082
1930,-246999.835739
1931,-249316.768383
1932,-79113.045500
1933,125178.264550
1934,319647.221637
1935,304913.945248
1936,145235.637033
1937,83908.502965
1938,167568.355115
1939,198925.095623
1940,159000.086787
1941,47360.346833
1942,20004.565773
1943,77832.086961
1944,28747.201414
1945,-27957.292850
1946,23937.264716
1947,33547.007550
1948,115097.157505
1949,-84710.397288
1950,-47320.562286
1951,261066.450478
1952,-373962.866440
1953,928086.235134
1954,446899.224412
1955,-547990.255611
1956,240553.360784
1957,360383.323858
1958,-612592.412026
1959,-791569.239096
1960,-152085.431872
1961,104419.491011
1962,235143.709168
1963,347145.001663
1964,335822.929038
1965,296223.932848
1966,389644.743649
1967,404315.685792
1968,201784.774159
1969,22079.394968
1970,-7023.553929
1971,29722.288418
1972,-60908.684812
1973,-61517.110663
1974,-70514.302257
1975,-54149.448826
1976,-34232.279853
1977,-136666.903914
1978,-176164.302714
1979,90910.524003
1980,186104.127323
1981,-6856.915947
1982,-27937.570824
1983,38778.209011
1984,48263.674699
1985,202669.704025
1986,203370.174565
1987,271001.823271
1988,250564.165467
1989,-167506.056885
1990,-328317.130084
1991,-143551.459752
1992,-9052.242070
1993,9712.725408
1994,-144737.471225
1995,-206349.364638
1996,-33576.789263
1997,65000.137743
1998,10813.465913
1999,-107665.963770
2000,-12997.847957
2001,193945.298841
2002,433070.172171
2003,353718.889389
2004,44937.178340
2005,-536.999363
